,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Year,Month_Year,Discount_percentage,Selling Price Per Unit,Cost Price Per Unit
5587,36281,CA-2012-160696,2012-06-09,2012-10-09,Standard Class,CK-12760,Cyma Kinney,Corporate,Nashville,Tennessee,United States,37211.0,US,South,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,7.24,5,0.2,1.1765,0.43,Medium,2012,2012-06,20.0,1.448,1.2127000000000001
5590,33499,CA-2012-138002,2012-06-09,2012-12-09,Standard Class,BT-11305,Beth Thompson,Home Office,Seattle,Washington,United States,98103.0,US,West,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,6.096,2,0.2,2.1336,0.2,Medium,2012,2012-06,20.0,3.048,1.9812
5591,37650,US-2012-109015,2012-06-09,2012-12-09,Standard Class,BS-11590,Brendan Sweed,Corporate,New York City,New York,United States,10011.0,US,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,8.39,1,0.0,2.0975,0.16,Medium,2012,2012-06,0.0,8.39,6.2925
5643,32304,CA-2012-105312,2012-06-11,2012-09-11,First Class,MT-17815,Meg Tillman,Consumer,Scottsdale,Arizona,United States,85254.0,US,West,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,4.401,3,0.7,-3.5208,0.76,Medium,2012,2012-06,70.0,1.4669999999999999,2.6405999999999996
5644,32303,CA-2012-105312,2012-06-11,2012-09-11,First Class,MT-17815,Meg Tillman,Consumer,Scottsdale,Arizona,United States,85254.0,US,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08,3,0.2,2.478,0.18,Medium,2012,2012-06,20.0,2.36,1.534
5647,35369,CA-2012-156104,2012-06-12,2012-08-12,Second Class,NP-18685,Nora Pelletier,Home Office,Indianapolis,Indiana,United States,46203.0,US,Central,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,999.98,2,0.0,449.991,334.26,Critical,2012,2012-06,0.0,499.99,274.9945
5648,33688,US-2012-127040,2012-06-12,2012-10-12,Standard Class,SG-20605,Speros Goranitis,Consumer,New York City,New York,United States,10009.0,US,East,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),1619.91,9,0.0,97.1946,223.31,High,2012,2012-06,0.0,179.99,169.19060000000002
5649,36856,US-2012-114741,2012-06-12,2012-10-12,Standard Class,IL-15100,Ivan Liston,Consumer,North Las Vegas,Nevada,United States,89031.0,US,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0.0,238.653,136.24,High,2012,2012-06,0.0,265.16999999999996,217.43939999999998
5650,33518,CA-2012-131884,2012-06-12,2012-06-12,Same Day,DK-13375,Dennis Kane,Consumer,Marion,Ohio,United States,43302.0,US,East,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,485.94,2,0.4,-89.089,122.2,High,2012,2012-06,40.0,242.97,287.5145
5653,32821,CA-2012-144806,2012-06-12,2012-11-12,Standard Class,GH-14425,Gary Hwang,Consumer,Tucson,Arizona,United States,85705.0,US,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",247.104,6,0.2,-58.6872,25.61,Medium,2012,2012-06,20.0,41.184000000000005,50.9652
5655,32818,CA-2012-144806,2012-06-12,2012-11-12,Standard Class,GH-14425,Gary Hwang,Consumer,Tucson,Arizona,United States,85705.0,US,West,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",206.112,6,0.2,48.9516,16.35,Medium,2012,2012-06,20.0,34.352,26.193399999999997
5656,33520,CA-2012-131884,2012-06-12,2012-06-12,Same Day,DK-13375,Dennis Kane,Consumer,Marion,Ohio,United States,43302.0,US,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,70.686,1,0.3,-24.2352,15.15,High,2012,2012-06,30.0,70.686,94.9212
5657,32820,CA-2012-144806,2012-06-12,2012-11-12,Standard Class,GH-14425,Gary Hwang,Consumer,Tucson,Arizona,United States,85705.0,US,West,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,198.272,8,0.2,61.96,14.54,Medium,2012,2012-06,20.0,24.784,17.038999999999998
5658,33519,CA-2012-131884,2012-06-12,2012-06-12,Same Day,DK-13375,Dennis Kane,Consumer,Marion,Ohio,United States,43302.0,US,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,37.376,8,0.2,4.672,12.65,High,2012,2012-06,20.0,4.672,4.088
5661,32822,CA-2012-144806,2012-06-12,2012-11-12,Standard Class,GH-14425,Gary Hwang,Consumer,Tucson,Arizona,United States,85705.0,US,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,0.2,9.7092,8.88,Medium,2012,2012-06,20.0,14.384,12.7658
5664,37874,CA-2012-153752,2012-06-12,2012-11-12,Second Class,RO-19780,Rose O'Brian,Consumer,Arlington,Virginia,United States,22204.0,US,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,173.94,6,0.0,50.4426,6.95,Medium,2012,2012-06,0.0,28.99,20.5829
5665,33687,US-2012-127040,2012-06-12,2012-10-12,Standard Class,SG-20605,Speros Goranitis,Consumer,New York City,New York,United States,10009.0,US,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,41.86,7,0.0,20.5114,6.54,High,2012,2012-06,0.0,5.9799999999999995,3.0498000000000003
5666,32389,CA-2012-143490,2012-06-12,2012-12-13,Standard Class,NP-18325,Naresj Patel,Consumer,San Diego,California,United States,92105.0,US,West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,219.184,2,0.2,19.1786,6.4,Medium,2012,2012-06,20.0,109.592,100.0027
5669,33689,US-2012-127040,2012-06-12,2012-10-12,Standard Class,SG-20605,Speros Goranitis,Consumer,New York City,New York,United States,10009.0,US,East,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",113.92,4,0.0,42.1504,5.61,High,2012,2012-06,0.0,28.48,17.9424
5670,32388,CA-2012-143490,2012-06-12,2012-12-13,Standard Class,NP-18325,Naresj Patel,Consumer,San Diego,California,United States,92105.0,US,West,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,120.15,9,0.0,33.642,4.44,Medium,2012,2012-06,0.0,13.350000000000001,9.612000000000002
5675,38137,CA-2012-166338,2012-06-12,2012-07-12,First Class,MP-18175,Mike Pelletier,Home Office,Troy,Ohio,United States,45373.0,US,East,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,14.832,3,0.7,-10.3824,2.8,High,2012,2012-06,70.0,4.944,8.4048
5678,32819,CA-2012-144806,2012-06-12,2012-11-12,Standard Class,GH-14425,Gary Hwang,Consumer,Tucson,Arizona,United States,85705.0,US,West,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,19.92,5,0.2,6.723,2.1,Medium,2012,2012-06,20.0,3.9840000000000004,2.6394000000000006
5679,36857,US-2012-114741,2012-06-12,2012-10-12,Standard Class,IL-15100,Ivan Liston,Consumer,North Las Vegas,Nevada,United States,89031.0,US,West,OFF-LA-10004853,Office Supplies,Labels,Avery 483,14.94,3,0.0,6.8724,1.8,High,2012,2012-06,0.0,4.9799999999999995,2.6891999999999996
5680,33675,CA-2012-148628,2012-06-12,2012-11-12,Standard Class,KM-16375,Katherine Murray,Home Office,Thousand Oaks,California,United States,91360.0,US,West,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",32.75,5,0.0,15.065,1.55,Medium,2012,2012-06,0.0,6.55,3.5370000000000004
5683,39492,CA-2012-136700,2012-06-12,2012-11-12,Second Class,DB-13120,David Bremer,Corporate,Santa Barbara,California,United States,93101.0,US,West,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,8.96,2,0.0,4.3904,0.72,Medium,2012,2012-06,0.0,4.48,2.2848000000000006
5685,36905,CA-2012-168634,2012-06-12,2012-11-12,Standard Class,AF-10870,Art Ferguson,Consumer,San Francisco,California,United States,94109.0,US,West,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.78,2,0.0,2.0228,0.67,Medium,2012,2012-06,0.0,3.89,2.8786
5686,33686,US-2012-127040,2012-06-12,2012-10-12,Standard Class,SG-20605,Speros Goranitis,Consumer,New York City,New York,United States,10009.0,US,East,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,6.48,1,0.0,3.1104,0.63,High,2012,2012-06,0.0,6.48,3.3696000000000006
5687,36855,US-2012-114741,2012-06-12,2012-10-12,Standard Class,IL-15100,Ivan Liston,Consumer,North Las Vegas,Nevada,United States,89031.0,US,West,OFF-PA-10000048,Office Supplies,Paper,Xerox 20,6.48,1,0.0,3.1104,0.61,High,2012,2012-06,0.0,6.48,3.3696000000000006
5688,32581,US-2012-149692,2012-06-12,2012-12-12,Standard Class,KW-16435,Katrina Willman,Consumer,Austin,Texas,United States,78745.0,US,Central,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,2.772,7,0.8,-4.851,0.31,Medium,2012,2012-06,80.0,0.39599999999999996,1.089
5702,37686,CA-2012-147529,2012-07-02,2012-11-02,Standard Class,DK-12835,Damala Kotsonis,Corporate,Springfield,Virginia,United States,22153.0,US,South,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,311.15,5,0.0,146.2405,32.39,High,2012,2012-07,0.0,62.23,32.981899999999996
5710,37687,CA-2012-147529,2012-07-02,2012-11-02,Standard Class,DK-12835,Damala Kotsonis,Corporate,Springfield,Virginia,United States,22153.0,US,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,12.96,2,0.0,6.3504,0.71,High,2012,2012-07,0.0,6.48,3.3048000000000006
5719,37642,CA-2012-146255,2012-07-03,2012-10-03,First Class,EM-14140,Eugene Moren,Home Office,Newark,Delaware,United States,19711.0,US,East,TEC-PH-10001619,Technology,Phones,LG G3,587.97,3,0.0,170.5113,31.55,High,2012,2012-07,0.0,195.99,139.15290000000002
5721,37639,CA-2012-146255,2012-07-03,2012-10-03,First Class,EM-14140,Eugene Moren,Home Office,Newark,Delaware,United States,19711.0,US,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,119.85,3,0.0,52.734,28.72,High,2012,2012-07,0.0,39.949999999999996,22.371999999999996
5724,37641,CA-2012-146255,2012-07-03,2012-10-03,First Class,EM-14140,Eugene Moren,Home Office,Newark,Delaware,United States,19711.0,US,East,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,69.28,2,0.0,33.2544,17.94,High,2012,2012-07,0.0,34.64,18.012800000000002
5728,37640,CA-2012-146255,2012-07-03,2012-10-03,First Class,EM-14140,Eugene Moren,Home Office,Newark,Delaware,United States,19711.0,US,East,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",30.44,2,0.0,14.9156,3.7,High,2012,2012-07,0.0,15.22,7.762200000000001
5740,36118,CA-2012-140025,2012-07-04,2012-11-04,Standard Class,PF-19120,Peter Fuller,Consumer,San Antonio,Texas,United States,78207.0,US,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,383.952,6,0.2,47.994,40.02,Medium,2012,2012-07,20.0,63.992,55.992999999999995
5744,36117,CA-2012-140025,2012-07-04,2012-11-04,Standard Class,PF-19120,Peter Fuller,Consumer,San Antonio,Texas,United States,78207.0,US,Central,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,463.248,8,0.8,-1181.2824,30.09,Medium,2012,2012-07,80.0,57.906,205.5663
5755,37172,CA-2012-130554,2012-07-04,2012-09-04,First Class,FM-14290,Frank Merwin,Home Office,Philadelphia,Pennsylvania,United States,19140.0,US,East,OFF-AR-10001954,Office Supplies,Art,Newell 331,11.736,3,0.2,1.0269,1.63,High,2012,2012-07,20.0,3.9120000000000004,3.5697000000000005
5757,40334,CA-2012-166492,2012-07-04,2012-10-04,First Class,RP-19390,Resi Pölking,Consumer,New York City,New York,United States,10035.0,US,East,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,2,0.0,5.8708,0.58,Medium,2012,2012-07,0.0,11.29,8.3546
5758,40333,CA-2012-166492,2012-07-04,2012-10-04,First Class,RP-19390,Resi Pölking,Consumer,New York City,New York,United States,10035.0,US,East,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,25.92,4,0.0,12.4416,0.47,Medium,2012,2012-07,0.0,6.48,3.3696000000000006
5776,34271,CA-2012-137512,2012-07-05,2012-12-05,Standard Class,AG-10675,Anna Gayman,Consumer,Allen,Texas,United States,75002.0,US,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,244.006,2,0.3,-31.3722,14.86,Medium,2012,2012-07,30.0,122.003,137.6891
5796,37185,CA-2012-147879,2012-07-05,2012-12-05,Standard Class,CC-12220,Chris Cortes,Consumer,Owensboro,Kentucky,United States,42301.0,US,South,OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,45.68,2,0.0,21.0128,3.05,Medium,2012,2012-07,0.0,22.84,12.3336
5801,34272,CA-2012-137512,2012-07-05,2012-12-05,Standard Class,AG-10675,Anna Gayman,Consumer,Allen,Texas,United States,75002.0,US,Central,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,15.936,4,0.2,5.3784,0.82,Medium,2012,2012-07,20.0,3.984,2.6394
5825,39834,CA-2012-157343,2012-07-06,2012-11-06,Standard Class,HD-14785,Harold Dahlen,Home Office,Philadelphia,Pennsylvania,United States,19143.0,US,East,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,25.92,5,0.2,9.072,4.41,High,2012,2012-07,20.0,5.184,3.3696000000000006
5833,39833,CA-2012-157343,2012-07-06,2012-11-06,Standard Class,HD-14785,Harold Dahlen,Home Office,Philadelphia,Pennsylvania,United States,19143.0,US,East,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,18.312,4,0.7,-12.208,2.6,High,2012,2012-07,70.0,4.578,7.630000000000001
5840,33708,CA-2012-142041,2012-07-06,2012-09-06,Second Class,EM-13810,Eleni McCrary,Corporate,Los Angeles,California,United States,90036.0,US,West,OFF-BI-10004187,Office Supplies,Binders,Staples,7.52,5,0.2,2.632,0.89,Medium,2012,2012-07,20.0,1.504,0.9776
5842,39835,CA-2012-157343,2012-07-06,2012-11-06,Standard Class,HD-14785,Harold Dahlen,Home Office,Philadelphia,Pennsylvania,United States,19143.0,US,East,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016,3,0.2,1.002,0.65,High,2012,2012-07,20.0,2.672,2.338
5860,36452,US-2012-124219,2012-07-08,2012-08-08,First Class,KW-16570,Kelly Williams,Consumer,Kirkwood,Missouri,United States,63122.0,US,Central,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",212.94,3,0.0,34.0704,62.42,High,2012,2012-07,0.0,70.98,59.6232
5861,40195,CA-2012-163237,2012-07-08,2012-09-08,Second Class,EM-14095,Eudokia Martin,Corporate,Springfield,Virginia,United States,22153.0,US,South,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",494.97,3,0.0,148.491,59.41,High,2012,2012-07,0.0,164.99,115.49300000000001
5868,39386,US-2012-117492,2012-07-08,2012-09-08,First Class,NS-18640,Noel Staavos,Corporate,Baltimore,Maryland,United States,21215.0,US,East,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",77.58,9,0.0,20.1708,20.48,Critical,2012,2012-07,0.0,8.62,6.3788
5871,37482,CA-2012-138331,2012-07-08,2012-12-08,Standard Class,JK-15625,Jim Karlsson,Consumer,Philadelphia,Pennsylvania,United States,19120.0,US,East,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,106.8,10,0.2,10.68,9.19,Medium,2012,2012-07,20.0,10.68,9.612
5876,36451,US-2012-124219,2012-07-08,2012-08-08,First Class,KW-16570,Kelly Williams,Consumer,Kirkwood,Missouri,United States,63122.0,US,Central,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",28.4,4,0.0,13.064,5.95,High,2012,2012-07,0.0,7.1,3.8339999999999996
5885,40196,CA-2012-163237,2012-07-08,2012-09-08,Second Class,EM-14095,Eudokia Martin,Corporate,Springfield,Virginia,United States,22153.0,US,South,OFF-LA-10004545,Office Supplies,Labels,Avery 50,25.06,2,0.0,11.7782,2.89,High,2012,2012-07,0.0,12.53,6.640899999999999
5887,36396,CA-2012-141936,2012-07-08,2012-12-08,Standard Class,PN-18775,Parhena Norris,Home Office,Bakersfield,California,United States,93309.0,US,West,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,19.152,3,0.2,6.4638,1.54,Medium,2012,2012-07,20.0,6.384,4.229400000000001
5890,35762,CA-2012-163895,2012-07-08,2012-11-08,Standard Class,NS-18640,Noel Staavos,Corporate,Boise,Idaho,United States,83704.0,US,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",3.304,1,0.2,1.1151,0.34,High,2012,2012-07,20.0,3.304,2.1889
5894,38197,CA-2012-140557,2012-07-09,2012-11-09,Standard Class,TN-21040,Tanja Norvell,Home Office,New York City,New York,United States,10009.0,US,East,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,559.93,7,0.0,167.979,101.52,High,2012,2012-07,0.0,79.99,55.99299999999999
5897,36306,CA-2012-102876,2012-07-09,2012-09-14,Standard Class,LR-17035,Lisa Ryan,Corporate,Philadelphia,Pennsylvania,United States,19134.0,US,East,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,791.964,6,0.4,-131.994,65.14,Medium,2012,2012-07,40.0,131.994,153.99300000000002
5900,31442,CA-2012-110744,2012-07-09,2012-12-09,Standard Class,HA-14920,Helen Andreada,Consumer,Pasadena,California,United States,91104.0,US,West,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93,7,0.0,20.1579,46.81,Medium,2012,2012-07,0.0,95.99,93.11029999999998
5904,39926,CA-2012-164084,2012-07-09,2012-12-09,Standard Class,AG-10525,Andy Gerbode,Corporate,New York City,New York,United States,10011.0,US,East,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,481.176,2,0.4,-120.294,22.01,Medium,2012,2012-07,40.0,240.588,300.735
5918,34102,CA-2012-122623,2012-07-09,2012-11-09,Standard Class,CC-12145,Charles Crestani,Consumer,El Paso,Texas,United States,79907.0,US,Central,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",47.516,2,0.3,-2.0364,8.05,High,2012,2012-07,30.0,23.758,24.7762
5921,38086,CA-2012-161445,2012-07-09,2012-09-09,Second Class,CC-12610,Corey Catlett,Corporate,Durham,North Carolina,United States,27707.0,US,South,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,140.736,4,0.2,12.3144,7.1,High,2012,2012-07,20.0,35.184,32.105399999999996
5928,39924,CA-2012-164084,2012-07-09,2012-12-09,Standard Class,AG-10525,Andy Gerbode,Corporate,New York City,New York,United States,10011.0,US,East,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,90.0,5,0.0,16.2,4.4,Medium,2012,2012-07,0.0,18.0,14.76
5933,39923,CA-2012-164084,2012-07-09,2012-12-09,Standard Class,AG-10525,Andy Gerbode,Corporate,New York City,New York,United States,10011.0,US,East,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,70.26,3,0.0,18.9702,3.81,Medium,2012,2012-07,0.0,23.42,17.096600000000002
5938,35405,CA-2012-105599,2012-07-09,2012-07-09,Same Day,MC-17275,Marc Crier,Consumer,New York City,New York,United States,10011.0,US,East,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,27.414,3,0.4,-14.1639,2.54,Medium,2012,2012-07,40.0,9.138,13.8593
5943,35404,CA-2012-105599,2012-07-09,2012-07-09,Same Day,MC-17275,Marc Crier,Consumer,New York City,New York,United States,10011.0,US,East,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,13.96,2,0.0,0.2792,1.36,Medium,2012,2012-07,0.0,6.98,6.840400000000001
5945,36305,CA-2012-102876,2012-07-09,2012-09-14,Standard Class,LR-17035,Lisa Ryan,Corporate,Philadelphia,Pennsylvania,United States,19134.0,US,East,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,9.522,1,0.7,-6.9828,0.74,Medium,2012,2012-07,70.0,9.522,16.5048
5947,39927,CA-2012-164084,2012-07-09,2012-12-09,Standard Class,AG-10525,Andy Gerbode,Corporate,New York City,New York,United States,10011.0,US,East,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,7.24,4,0.0,2.3892,0.35,Medium,2012,2012-07,0.0,1.81,1.2127
5949,36307,CA-2012-102876,2012-07-09,2012-09-14,Standard Class,LR-17035,Lisa Ryan,Corporate,Philadelphia,Pennsylvania,United States,19134.0,US,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,4.923,3,0.7,-3.9384,0.26,Medium,2012,2012-07,70.0,1.641,2.9537999999999998
5950,39925,CA-2012-164084,2012-07-09,2012-12-09,Standard Class,AG-10525,Andy Gerbode,Corporate,New York City,New York,United States,10011.0,US,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",6.096,2,0.2,2.0574,0.23,Medium,2012,2012-07,20.0,3.048,2.0193000000000003
5957,36571,CA-2012-162887,2012-07-11,2012-09-11,Second Class,SV-20785,Stewart Visinsky,Consumer,Burlington,Vermont,United States,5408.0,US,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,715.2,3,0.0,178.8,53.16,Medium,2012,2012-07,0.0,238.4,178.80000000000004
5960,31828,CA-2012-102848,2012-07-11,2012-09-11,Second Class,KB-16240,Karen Bern,Corporate,Los Angeles,California,United States,90036.0,US,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72,1,0.2,11.92,43.43,Critical,2012,2012-07,20.0,190.72,178.8
